,trial,trial_type,gain,loss,response_time,choice,outcome,total_gain,gain_prob,loss_prob,sub
71,72,positiveSkew,5.25,1.75,0.76993,safe,0.0,16.55,0.25,0.75,sub-071
0,1,symmetric,3.05,3.05,1.1065,gamble,3.05,15.35,0.5,0.5,sub-002
1,2,symmetric,3.05,3.05,0.74003,gamble,-3.05,12.3,0.5,0.5,sub-002
2,3,symmetric,3.05,3.05,0.82326,gamble,3.05,15.35,0.5,0.5,sub-002
3,4,negativeSkew,1.75,5.25,1.0906,safe,0.0,15.35,0.75,0.25,sub-002
4,5,negativeSkew,1.75,5.25,1.3243,safe,0.0,15.35,0.75,0.25,sub-002
5,6,symmetric,3.05,3.05,0.89018,gamble,3.05,18.4,0.5,0.5,sub-002
6,7,positiveSkew,5.25,1.75,1.0403,gamble,-1.75,16.65,0.25,0.75,sub-002
7,8,negativeSkew,1.75,5.25,1.0402,safe,0.0,16.65,0.75,0.25,sub-002
8,9,positiveSkew,5.25,1.75,0.92322,gamble,5.25,21.9,0.25,0.75,sub-002
9,10,positiveSkew,5.25,1.75,1.0068,gamble,-1.75,20.15,0.25,0.75,sub-002
10,11,positiveSkew,5.25,1.75,1.2573,gamble,-1.75,18.4,0.25,0.75,sub-002
11,12,symmetric,3.05,3.05,1.5244,safe,0.0,18.4,0.5,0.5,sub-002
12,13,symmetric,3.05,3.05,0.92328,safe,0.0,18.4,0.5,0.5,sub-002
13,14,negativeSkew,1.75,5.25,1.0405,safe,0.0,18.4,0.75,0.25,sub-002
14,15,positiveSkew,5.25,1.75,1.8414,gamble,5.25,23.65,0.25,0.75,sub-002
15,16,negativeSkew,1.75,5.25,0.92349,safe,0.0,23.65,0.75,0.25,sub-002
16,17,negativeSkew,1.75,5.25,0.97377,safe,0.0,23.65,0.75,0.25,sub-002
17,18,positiveSkew,5.25,1.75,0.85698,safe,0.0,23.65,0.25,0.75,sub-002
18,19,positiveSkew,5.25,1.75,1.2242,safe,0.0,23.65,0.25,0.75,sub-002
19,20,positiveSkew,5.25,1.75,1.341,gamble,-1.75,21.9,0.25,0.75,sub-002
20,21,positiveSkew,5.25,1.75,0.97337,gamble,-1.75,20.15,0.25,0.75,sub-002
21,22,symmetric,3.05,3.05,0.84026,safe,0.0,20.15,0.5,0.5,sub-002
22,23,negativeSkew,1.75,5.25,1.4245,safe,0.0,20.15,0.75,0.25,sub-002
23,24,symmetric,3.05,3.05,0.82357,gamble,3.05,23.2,0.5,0.5,sub-002
24,25,positiveSkew,5.25,1.75,0.80675,gamble,-1.75,21.45,0.25,0.75,sub-002
25,26,negativeSkew,1.75,5.25,1.5743,safe,0.0,21.45,0.75,0.25,sub-002
26,27,negativeSkew,1.75,5.25,1.2741,safe,0.0,21.45,0.75,0.25,sub-002
27,28,negativeSkew,1.75,5.25,0.10539,gamble,1.75,23.2,0.75,0.25,sub-002
28,29,symmetric,3.05,3.05,0.8065,gamble,-3.05,20.15,0.5,0.5,sub-002
29,30,symmetric,3.05,3.05,0.80708,gamble,-3.05,17.1,0.5,0.5,sub-002
30,31,symmetric,3.05,3.05,0.65693,gamble,-3.05,14.05,0.5,0.5,sub-002
31,32,symmetric,3.05,3.05,0.99026,gamble,3.05,17.1,0.5,0.5,sub-002
32,33,negativeSkew,1.75,5.25,1.5577,safe,0.0,17.1,0.75,0.25,sub-002
33,34,symmetric,3.05,3.05,1.0572,gamble,-3.05,14.05,0.5,0.5,sub-002
34,35,positiveSkew,5.25,1.75,0.80645,gamble,5.25,19.3,0.25,0.75,sub-002
35,36,positiveSkew,5.25,1.75,0.82361,gamble,-1.75,17.55,0.25,0.75,sub-002
36,37,negativeSkew,1.75,5.25,0.82361,safe,0.0,17.55,0.75,0.25,sub-002
37,38,positiveSkew,5.25,1.75,1.0236,gamble,-1.75,15.8,0.25,0.75,sub-002
38,39,negativeSkew,1.75,5.25,1.0737,safe,0.0,15.8,0.75,0.25,sub-002
39,40,negativeSkew,1.75,5.25,1.9584,safe,0.0,15.8,0.75,0.25,sub-002
40,41,negativeSkew,1.75,5.25,1.1578,safe,0.0,15.8,0.75,0.25,sub-002
41,42,positiveSkew,5.25,1.75,1.1237,gamble,-1.75,14.05,0.25,0.75,sub-002
42,43,negativeSkew,1.75,5.25,0.78969,safe,0.0,14.05,0.75,0.25,sub-002
43,44,symmetric,3.05,3.05,0.89006,safe,0.0,14.05,0.5,0.5,sub-002
44,45,positiveSkew,5.25,1.75,1.1071,gamble,-1.75,12.3,0.25,0.75,sub-002
45,46,symmetric,3.05,3.05,1.007,safe,0.0,12.3,0.5,0.5,sub-002
46,47,symmetric,3.05,3.05,0.84007,gamble,3.05,15.35,0.5,0.5,sub-002
47,48,positiveSkew,5.25,1.75,0.90671,gamble,5.25,20.6,0.25,0.75,sub-002
48,49,symmetric,3.05,3.05,1.2741,safe,0.0,20.6,0.5,0.5,sub-002
49,50,positiveSkew,5.25,1.75,0.84017,gamble,-1.75,18.85,0.25,0.75,sub-002
50,51,symmetric,3.05,3.05,0.79019,gamble,-3.05,15.8,0.5,0.5,sub-002
51,52,positiveSkew,5.25,1.75,0.85659,gamble,-1.75,14.05,0.25,0.75,sub-002
52,53,symmetric,3.05,3.05,0.80667,gamble,3.05,17.1,0.5,0.5,sub-002
53,54,positiveSkew,5.25,1.75,0.87327,gamble,5.25,22.35,0.25,0.75,sub-002
54,55,negativeSkew,1.75,5.25,1.1237,safe,0.0,22.35,0.75,0.25,sub-002
55,56,positiveSkew,5.25,1.75,1.0736,safe,0.0,22.35,0.25,0.75,sub-002
56,57,negativeSkew,1.75,5.25,1.057,safe,0.0,22.35,0.75,0.25,sub-002
57,58,symmetric,3.05,3.05,0.9067,safe,0.0,22.35,0.5,0.5,sub-002
58,59,symmetric,3.05,3.05,0.95712,safe,0.0,22.35,0.5,0.5,sub-002
59,60,negativeSkew,1.75,5.25,0.89023,safe,0.0,22.35,0.75,0.25,sub-002
60,61,symmetric,3.05,3.05,0.68969,safe,0.0,22.35,0.5,0.5,sub-002
61,62,negativeSkew,1.75,5.25,0.80654,safe,0.0,22.35,0.75,0.25,sub-002
62,63,symmetric,3.05,3.05,1.3741,safe,0.0,22.35,0.5,0.5,sub-002
63,64,negativeSkew,1.75,5.25,1.3242,safe,0.0,22.35,0.75,0.25,sub-002
64,65,positiveSkew,5.25,1.75,1.0072,gamble,-1.75,20.6,0.25,0.75,sub-002
65,66,positiveSkew,5.25,1.75,0.75674,gamble,-1.75,18.85,0.25,0.75,sub-002
66,67,negativeSkew,1.75,5.25,0.79014,safe,0.0,18.85,0.75,0.25,sub-002
67,68,negativeSkew,1.75,5.25,0.97373,safe,0.0,18.85,0.75,0.25,sub-002
68,69,negativeSkew,1.75,5.25,1.2242,safe,0.0,18.85,0.75,0.25,sub-002
69,70,symmetric,3.05,3.05,0.73975,gamble,-3.05,15.8,0.5,0.5,sub-002
70,71,positiveSkew,5.25,1.75,0.7564,gamble,-1.75,14.05,0.25,0.75,sub-002
71,72,positiveSkew,5.25,1.75,1.4745,gamble,5.25,19.3,0.25,0.75,sub-002
0,1,symmetric,3.05,3.05,1.8997,gamble,3.05,13.05,0.5,0.5,sub-068
1,2,symmetric,3.05,3.05,1.2692,gamble,-3.05,10.0,0.5,0.5,sub-068
2,3,symmetric,3.05,3.05,1.0027,gamble,3.05,13.05,0.5,0.5,sub-068
3,4,negativeSkew,1.75,5.25,2.7359,safe,0.0,13.05,0.75,0.25,sub-068
4,5,negativeSkew,1.75,5.25,3.5023,gamble,1.75,14.8,0.75,0.25,sub-068
5,6,symmetric,3.05,3.05,1.0027,safe,0.0,14.8,0.5,0.5,sub-068
6,7,positiveSkew,5.25,1.75,2.7354,safe,0.0,14.8,0.25,0.75,sub-068
7,8,negativeSkew,1.75,5.25,1.8692,gamble,-5.25,9.55,0.75,0.25,sub-068
8,9,positiveSkew,5.25,1.75,2.7525,safe,0.0,9.55,0.25,0.75,sub-068
9,10,positiveSkew,5.25,1.75,0.91926,safe,0.0,9.55,0.25,0.75,sub-068
10,11,positiveSkew,5.25,1.75,1.1688,safe,0.0,9.55,0.25,0.75,sub-068
11,12,symmetric,3.05,3.05,1.7527,safe,0.0,9.55,0.5,0.5,sub-068
12,13,symmetric,3.05,3.05,0.98572,safe,0.0,9.55,0.5,0.5,sub-068
13,14,negativeSkew,1.75,5.25,1.0191,gamble,1.75,11.3,0.75,0.25,sub-068
14,15,positiveSkew,5.25,1.75,0.8691,safe,0.0,11.3,0.25,0.75,sub-068
15,16,negativeSkew,1.75,5.25,0.91926,safe,0.0,11.3,0.75,0.25,sub-068
16,17,negativeSkew,1.75,5.25,1.5527,safe,0.0,11.3,0.75,0.25,sub-068
17,18,positiveSkew,5.25,1.75,1.0693,safe,0.0,11.3,0.25,0.75,sub-068
18,19,positiveSkew,5.25,1.75,2.6694,safe,0.0,11.3,0.25,0.75,sub-068
19,20,positiveSkew,5.25,1.75,1.3358,safe,0.0,11.3,0.25,0.75,sub-068
20,21,positiveSkew,5.25,1.75,1.4192,safe,0.0,11.3,0.25,0.75,sub-068
21,22,symmetric,3.05,3.05,1.6691,gamble,-3.05,8.25,0.5,0.5,sub-068
22,23,negativeSkew,1.75,5.25,1.0692,gamble,1.75,10.0,0.75,0.25,sub-068
23,24,symmetric,3.05,3.05,2.4358,gamble,3.05,13.05,0.5,0.5,sub-068
24,25,positiveSkew,5.25,1.75,1.5691,safe,0.0,13.05,0.25,0.75,sub-068
25,26,negativeSkew,1.75,5.25,2.2693,safe,0.0,13.05,0.75,0.25,sub-068
26,27,negativeSkew,1.75,5.25,2.9192,safe,0.0,13.05,0.75,0.25,sub-068
27,28,negativeSkew,1.75,5.25,2.4693,gamble,1.75,14.8,0.75,0.25,sub-068
28,29,symmetric,3.05,3.05,1.4526,gamble,-3.05,11.75,0.5,0.5,sub-068
29,30,symmetric,3.05,3.05,0.98592,safe,0.0,11.75,0.5,0.5,sub-068
30,31,symmetric,3.05,3.05,2.0195,safe,0.0,11.75,0.5,0.5,sub-068
31,32,symmetric,3.05,3.05,2.0524,gamble,3.05,14.8,0.5,0.5,sub-068
32,33,negativeSkew,1.75,5.25,2.9188,gamble,-5.25,9.55,0.75,0.25,sub-068
33,34,symmetric,3.05,3.05,1.5358,safe,0.0,9.55,0.5,0.5,sub-068
34,35,positiveSkew,5.25,1.75,2.0358,gamble,5.25,14.8,0.25,0.75,sub-068
35,36,positiveSkew,5.25,1.75,2.4858,gamble,-1.75,13.05,0.25,0.75,sub-068
36,37,negativeSkew,1.75,5.25,1.869,safe,0.0,13.05,0.75,0.25,sub-068
37,38,positiveSkew,5.25,1.75,0.96914,gamble,-1.75,11.3,0.25,0.75,sub-068
38,39,negativeSkew,1.75,5.25,1.5192,safe,0.0,11.3,0.75,0.25,sub-068
39,40,negativeSkew,1.75,5.25,1.4859,safe,0.0,11.3,0.75,0.25,sub-068
40,41,negativeSkew,1.75,5.25,1.0526,safe,0.0,11.3,0.75,0.25,sub-068
41,42,positiveSkew,5.25,1.75,0.91922,gamble,-1.75,9.55,0.25,0.75,sub-068
42,43,negativeSkew,1.75,5.25,1.2024,safe,0.0,9.55,0.75,0.25,sub-068
43,44,symmetric,3.05,3.05,1.3529,safe,0.0,9.55,0.5,0.5,sub-068
44,45,positiveSkew,5.25,1.75,0.81931,gamble,-1.75,7.8,0.25,0.75,sub-068
45,46,symmetric,3.05,3.05,1.0363,safe,0.0,7.8,0.5,0.5,sub-068
46,47,symmetric,3.05,3.05,0.91924,safe,0.0,7.8,0.5,0.5,sub-068
47,48,positiveSkew,5.25,1.75,0.71901,gamble,5.25,13.05,0.25,0.75,sub-068
48,49,symmetric,3.05,3.05,1.5194,safe,0.0,13.05,0.5,0.5,sub-068
49,50,positiveSkew,5.25,1.75,1.8526,gamble,-1.75,11.3,0.25,0.75,sub-068
50,51,symmetric,3.05,3.05,1.0359,safe,0.0,11.3,0.5,0.5,sub-068
51,52,positiveSkew,5.25,1.75,1.5358,gamble,-1.75,9.55,0.25,0.75,sub-068
52,53,symmetric,3.05,3.05,1.1523,safe,0.0,9.55,0.5,0.5,sub-068
53,54,positiveSkew,5.25,1.75,1.5859,gamble,5.25,14.8,0.25,0.75,sub-068
54,55,negativeSkew,1.75,5.25,1.3358,safe,0.0,14.8,0.75,0.25,sub-068
55,56,positiveSkew,5.25,1.75,1.3859,safe,0.0,14.8,0.25,0.75,sub-068
56,57,negativeSkew,1.75,5.25,1.0193,safe,0.0,14.8,0.75,0.25,sub-068
57,58,symmetric,3.05,3.05,1.5859,safe,0.0,14.8,0.5,0.5,sub-068
58,59,symmetric,3.05,3.05,0.85314,safe,0.0,14.8,0.5,0.5,sub-068
59,60,negativeSkew,1.75,5.25,1.1024,safe,0.0,14.8,0.75,0.25,sub-068
60,61,symmetric,3.05,3.05,1.1526,safe,0.0,14.8,0.5,0.5,sub-068
61,62,negativeSkew,1.75,5.25,1.0026,safe,0.0,14.8,0.75,0.25,sub-068
62,63,symmetric,3.05,3.05,0.80215,gamble,-3.05,11.75,0.5,0.5,sub-068
63,64,negativeSkew,1.75,5.25,0.85245,safe,0.0,11.75,0.75,0.25,sub-068
64,65,positiveSkew,5.25,1.75,1.219,gamble,-1.75,10.0,0.25,0.75,sub-068
65,66,positiveSkew,5.25,1.75,1.7193,gamble,-1.75,8.25,0.25,0.75,sub-068
66,67,negativeSkew,1.75,5.25,1.3858,safe,0.0,8.25,0.75,0.25,sub-068
67,68,negativeSkew,1.75,5.25,1.0522,safe,0.0,8.25,0.75,0.25,sub-068
68,69,negativeSkew,1.75,5.25,0.919,safe,0.0,8.25,0.75,0.25,sub-068
69,70,symmetric,3.05,3.05,1.3027,safe,0.0,8.25,0.5,0.5,sub-068
70,71,positiveSkew,5.25,1.75,0.81917,gamble,-1.75,6.5,0.25,0.75,sub-068
71,72,positiveSkew,5.25,1.75,0.95173,gamble,5.25,11.75,0.25,0.75,sub-068
0,1,symmetric,3.05,3.05,2.7422,gamble,3.05,19.15,0.5,0.5,sub-009
1,2,symmetric,3.05,3.05,1.5082,gamble,-3.05,16.1,0.5,0.5,sub-009
2,3,symmetric,3.05,3.05,1.0569,gamble,3.05,19.15,0.5,0.5,sub-009
3,4,negativeSkew,1.75,5.25,1.6579,gamble,1.75,20.9,0.75,0.25,sub-009
4,5,negativeSkew,1.75,5.25,1.0068,gamble,1.75,22.65,0.75,0.25,sub-009
5,6,symmetric,3.05,3.05,1.6912,gamble,3.05,25.7,0.5,0.5,sub-009
6,7,positiveSkew,5.25,1.75,1.4407,safe,0.0,25.7,0.25,0.75,sub-009
7,8,negativeSkew,1.75,5.25,1.7581,gamble,-5.25,20.45,0.75,0.25,sub-009
8,9,positiveSkew,5.25,1.75,2.2593,safe,0.0,20.45,0.25,0.75,sub-009
9,10,positiveSkew,5.25,1.75,2.2755,safe,0.0,20.45,0.25,0.75,sub-009
10,11,positiveSkew,5.25,1.75,1.6247,safe,0.0,20.45,0.25,0.75,sub-009
11,12,symmetric,3.05,3.05,1.2071,gamble,-3.05,17.4,0.5,0.5,sub-009
12,13,symmetric,3.05,3.05,1.4746,gamble,3.05,20.45,0.5,0.5,sub-009
13,14,negativeSkew,1.75,5.25,0.83991,gamble,1.75,22.2,0.75,0.25,sub-009
14,15,positiveSkew,5.25,1.75,1.4075,safe,0.0,22.2,0.25,0.75,sub-009
15,16,negativeSkew,1.75,5.25,1.6417,gamble,1.75,23.95,0.75,0.25,sub-009
16,17,negativeSkew,1.75,5.25,0.6065,gamble,-5.25,18.7,0.75,0.25,sub-009
17,18,positiveSkew,5.25,1.75,2.409,safe,0.0,18.7,0.25,0.75,sub-009
18,19,positiveSkew,5.25,1.75,0.88997,safe,0.0,18.7,0.25,0.75,sub-009
19,20,positiveSkew,5.25,1.75,0.87345,safe,0.0,18.7,0.25,0.75,sub-009
20,21,positiveSkew,5.25,1.75,1.0573,safe,0.0,18.7,0.25,0.75,sub-009
21,22,symmetric,3.05,3.05,1.0902,gamble,-3.05,15.65,0.5,0.5,sub-009
22,23,negativeSkew,1.75,5.25,0.72364,gamble,1.75,17.4,0.75,0.25,sub-009
23,24,symmetric,3.05,3.05,0.75654,gamble,3.05,20.45,0.5,0.5,sub-009
24,25,positiveSkew,5.25,1.75,2.5092,safe,0.0,20.45,0.25,0.75,sub-009
25,26,negativeSkew,1.75,5.25,0.74016,gamble,1.75,22.2,0.75,0.25,sub-009
26,27,negativeSkew,1.75,5.25,1.3741,gamble,-5.25,16.95,0.75,0.25,sub-009
27,28,negativeSkew,1.75,5.25,1.1741,gamble,1.75,18.7,0.75,0.25,sub-009
28,29,symmetric,3.05,3.05,1.6913,gamble,-3.05,15.65,0.5,0.5,sub-009
29,30,symmetric,3.05,3.05,0.62287,gamble,-3.05,12.6,0.5,0.5,sub-009
30,31,symmetric,3.05,3.05,0.72368,gamble,-3.05,9.55,0.5,0.5,sub-009
31,32,symmetric,3.05,3.05,0.87377,gamble,3.05,12.6,0.5,0.5,sub-009
32,33,negativeSkew,1.75,5.25,0.95681,gamble,-5.25,7.35,0.75,0.25,sub-009
33,34,symmetric,3.05,3.05,0.77343,gamble,-3.05,4.3,0.5,0.5,sub-009
34,35,positiveSkew,5.25,1.75,0.74028,gamble,5.25,9.55,0.25,0.75,sub-009
35,36,positiveSkew,5.25,1.75,1.024,gamble,-1.75,7.8,0.25,0.75,sub-009
36,37,negativeSkew,1.75,5.25,0.70678,gamble,1.75,9.55,0.75,0.25,sub-009
37,38,positiveSkew,5.25,1.75,0.65637,gamble,-1.75,7.8,0.25,0.75,sub-009
38,39,negativeSkew,1.75,5.25,0.73989,gamble,1.75,9.55,0.75,0.25,sub-009
39,40,negativeSkew,1.75,5.25,0.9072,gamble,1.75,11.3,0.75,0.25,sub-009
40,41,negativeSkew,1.75,5.25,0.82382,gamble,1.75,13.05,0.75,0.25,sub-009
41,42,positiveSkew,5.25,1.75,0.84006,gamble,-1.75,11.3,0.25,0.75,sub-009
42,43,negativeSkew,1.75,5.25,0.67338,gamble,-5.25,6.05,0.75,0.25,sub-009
43,44,symmetric,3.05,3.05,0.67302,gamble,3.05,9.1,0.5,0.5,sub-009
44,45,positiveSkew,5.25,1.75,0.75703,gamble,-1.75,7.35,0.25,0.75,sub-009
45,46,symmetric,3.05,3.05,0.65648,gamble,3.05,10.4,0.5,0.5,sub-009
46,47,symmetric,3.05,3.05,1.3575,gamble,3.05,13.45,0.5,0.5,sub-009
47,48,positiveSkew,5.25,1.75,0.60625,gamble,5.25,18.7,0.25,0.75,sub-009
48,49,symmetric,3.05,3.05,0.70684,gamble,-3.05,15.65,0.5,0.5,sub-009
49,50,positiveSkew,5.25,1.75,0.65677,gamble,-1.75,13.9,0.25,0.75,sub-009
50,51,symmetric,3.05,3.05,0.7069,gamble,-3.05,10.85,0.5,0.5,sub-009
51,52,positiveSkew,5.25,1.75,0.72313,gamble,-1.75,9.1,0.25,0.75,sub-009
52,53,symmetric,3.05,3.05,0.84018,gamble,3.05,12.15,0.5,0.5,sub-009
53,54,positiveSkew,5.25,1.75,0.83998,gamble,5.25,17.4,0.25,0.75,sub-009
54,55,negativeSkew,1.75,5.25,0.65664,gamble,1.75,19.15,0.75,0.25,sub-009
55,56,positiveSkew,5.25,1.75,0.72315,gamble,-1.75,17.4,0.25,0.75,sub-009
56,57,negativeSkew,1.75,5.25,0.72365,gamble,1.75,19.15,0.75,0.25,sub-009
57,58,symmetric,3.05,3.05,0.62293,gamble,3.05,22.2,0.5,0.5,sub-009
58,59,symmetric,3.05,3.05,0.77326,gamble,-3.05,19.15,0.5,0.5,sub-009
59,60,negativeSkew,1.75,5.25,0.62353,gamble,1.75,20.9,0.75,0.25,sub-009
60,61,symmetric,3.05,3.05,0.65634,gamble,3.05,23.95,0.5,0.5,sub-009
61,62,negativeSkew,1.75,5.25,0.72312,gamble,1.75,25.7,0.75,0.25,sub-009
62,63,symmetric,3.05,3.05,0.83994,safe,0.0,25.7,0.5,0.5,sub-009
63,64,negativeSkew,1.75,5.25,1.5414,safe,0.0,25.7,0.75,0.25,sub-009
64,65,positiveSkew,5.25,1.75,1.5244,safe,0.0,25.7,0.25,0.75,sub-009
65,66,positiveSkew,5.25,1.75,1.8081,gamble,-1.75,23.95,0.25,0.75,sub-009
66,67,negativeSkew,1.75,5.25,0.70396,gamble,1.75,25.7,0.75,0.25,sub-009
67,68,negativeSkew,1.75,5.25,1.0237,safe,0.0,25.7,0.75,0.25,sub-009
68,69,negativeSkew,1.75,5.25,0.8066,safe,0.0,25.7,0.75,0.25,sub-009
69,70,symmetric,3.05,3.05,1.0575,safe,0.0,25.7,0.5,0.5,sub-009
70,71,positiveSkew,5.25,1.75,2.0251,safe,0.0,25.7,0.25,0.75,sub-009
71,72,positiveSkew,5.25,1.75,0.70641,gamble,5.25,30.95,0.25,0.75,sub-009
0,1,symmetric,3.05,3.05,0.51661,gamble,3.05,13.05,0.5,0.5,sub-063
1,2,symmetric,3.05,3.05,0.68578,safe,0.0,13.05,0.5,0.5,sub-063
2,3,symmetric,3.05,3.05,1.0365,safe,0.0,13.05,0.5,0.5,sub-063
3,4,negativeSkew,1.75,5.25,0.68617,gamble,1.75,14.8,0.75,0.25,sub-063
4,5,negativeSkew,1.75,5.25,0.80428,safe,0.0,14.8,0.75,0.25,sub-063
5,6,symmetric,3.05,3.05,1.6361,safe,0.0,14.8,0.5,0.5,sub-063
6,7,positiveSkew,5.25,1.75,1.8356,safe,0.0,14.8,0.25,0.75,sub-063
7,8,negativeSkew,1.75,5.25,0.88541,safe,0.0,14.8,0.75,0.25,sub-063
8,9,positiveSkew,5.25,1.75,0.96957,safe,0.0,14.8,0.25,0.75,sub-063
9,10,positiveSkew,5.25,1.75,0.80261,safe,0.0,14.8,0.25,0.75,sub-063
10,11,positiveSkew,5.25,1.75,1.586,gamble,-1.75,13.05,0.25,0.75,sub-063
11,12,symmetric,3.05,3.05,0.91872,gamble,-3.05,10.0,0.5,0.5,sub-063
12,13,symmetric,3.05,3.05,0.66933,gamble,3.05,13.05,0.5,0.5,sub-063
13,14,negativeSkew,1.75,5.25,0.80614,gamble,1.75,14.8,0.75,0.25,sub-063
14,15,positiveSkew,5.25,1.75,0.93599,gamble,5.25,20.05,0.25,0.75,sub-063
15,16,negativeSkew,1.75,5.25,0.81938,safe,0.0,20.05,0.75,0.25,sub-063
16,17,negativeSkew,1.75,5.25,0.85205,safe,0.0,20.05,0.75,0.25,sub-063
17,18,positiveSkew,5.25,1.75,1.1027,gamble,-1.75,18.3,0.25,0.75,sub-063
18,19,positiveSkew,5.25,1.75,0.63583,gamble,-1.75,16.55,0.25,0.75,sub-063
19,20,positiveSkew,5.25,1.75,0.60255,gamble,-1.75,14.8,0.25,0.75,sub-063
20,21,positiveSkew,5.25,1.75,0.78576,gamble,-1.75,13.05,0.25,0.75,sub-063
21,22,symmetric,3.05,3.05,0.78587,safe,0.0,13.05,0.5,0.5,sub-063
22,23,negativeSkew,1.75,5.25,0.67087,safe,0.0,13.05,0.75,0.25,sub-063
23,24,symmetric,3.05,3.05,0.7186,safe,0.0,13.05,0.5,0.5,sub-063
24,25,positiveSkew,5.25,1.75,0.6857,gamble,-1.75,11.3,0.25,0.75,sub-063
25,26,negativeSkew,1.75,5.25,1.3193,safe,0.0,11.3,0.75,0.25,sub-063
26,27,negativeSkew,1.75,5.25,0.74087,safe,0.0,11.3,0.75,0.25,sub-063
27,28,negativeSkew,1.75,5.25,0.85209,safe,0.0,11.3,0.75,0.25,sub-063
28,29,symmetric,3.05,3.05,1.2019,safe,0.0,11.3,0.5,0.5,sub-063
29,30,symmetric,3.05,3.05,0.70094,safe,0.0,11.3,0.5,0.5,sub-063
30,31,symmetric,3.05,3.05,1.1854,safe,0.0,11.3,0.5,0.5,sub-063
31,32,symmetric,3.05,3.05,1.0693,safe,0.0,11.3,0.5,0.5,sub-063
32,33,negativeSkew,1.75,5.25,0.76882,safe,0.0,11.3,0.75,0.25,sub-063
33,34,symmetric,3.05,3.05,0.73592,safe,0.0,11.3,0.5,0.5,sub-063
34,35,positiveSkew,5.25,1.75,0.78564,gamble,5.25,16.55,0.25,0.75,sub-063
35,36,positiveSkew,5.25,1.75,0.7188,gamble,-1.75,14.8,0.25,0.75,sub-063
36,37,negativeSkew,1.75,5.25,1.0857,safe,0.0,14.8,0.75,0.25,sub-063
37,38,positiveSkew,5.25,1.75,0.58611,gamble,-1.75,13.05,0.25,0.75,sub-063
38,39,negativeSkew,1.75,5.25,0.70277,safe,0.0,13.05,0.75,0.25,sub-063
39,40,negativeSkew,1.75,5.25,0.61938,safe,0.0,13.05,0.75,0.25,sub-063
40,41,negativeSkew,1.75,5.25,0.76923,safe,0.0,13.05,0.75,0.25,sub-063
41,42,positiveSkew,5.25,1.75,0.63604,gamble,-1.75,11.3,0.25,0.75,sub-063
42,43,negativeSkew,1.75,5.25,0.76924,safe,0.0,11.3,0.75,0.25,sub-063
43,44,symmetric,3.05,3.05,0.98579,safe,0.0,11.3,0.5,0.5,sub-063
44,45,positiveSkew,5.25,1.75,0.51904,gamble,-1.75,9.55,0.25,0.75,sub-063
45,46,symmetric,3.05,3.05,0.63615,gamble,3.05,12.6,0.5,0.5,sub-063
46,47,symmetric,3.05,3.05,0.66953,safe,0.0,12.6,0.5,0.5,sub-063
47,48,positiveSkew,5.25,1.75,0.61913,gamble,5.25,17.85,0.25,0.75,sub-063
48,49,symmetric,3.05,3.05,0.66938,safe,0.0,17.85,0.5,0.5,sub-063
49,50,positiveSkew,5.25,1.75,0.8535,gamble,-1.75,16.1,0.25,0.75,sub-063
50,51,symmetric,3.05,3.05,0.62077,safe,0.0,16.1,0.5,0.5,sub-063
51,52,positiveSkew,5.25,1.75,0.54895,gamble,-1.75,14.35,0.25,0.75,sub-063
52,53,symmetric,3.05,3.05,0.66917,safe,0.0,14.35,0.5,0.5,sub-063
53,54,positiveSkew,5.25,1.75,0.55253,gamble,5.25,19.6,0.25,0.75,sub-063
54,55,negativeSkew,1.75,5.25,0.61927,safe,0.0,19.6,0.75,0.25,sub-063
55,56,positiveSkew,5.25,1.75,0.55202,gamble,-1.75,17.85,0.25,0.75,sub-063
56,57,negativeSkew,1.75,5.25,0.73588,safe,0.0,17.85,0.75,0.25,sub-063
57,58,symmetric,3.05,3.05,0.53647,safe,0.0,17.85,0.5,0.5,sub-063
58,59,symmetric,3.05,3.05,0.71873,safe,0.0,17.85,0.5,0.5,sub-063
59,60,negativeSkew,1.75,5.25,0.63592,safe,0.0,17.85,0.75,0.25,sub-063
60,61,symmetric,3.05,3.05,0.73575,safe,0.0,17.85,0.5,0.5,sub-063
61,62,negativeSkew,1.75,5.25,0.65238,safe,0.0,17.85,0.75,0.25,sub-063
62,63,symmetric,3.05,3.05,1.4064,safe,0.0,17.85,0.5,0.5,sub-063
63,64,negativeSkew,1.75,5.25,0.63559,safe,0.0,17.85,0.75,0.25,sub-063
64,65,positiveSkew,5.25,1.75,0.83572,gamble,-1.75,16.1,0.25,0.75,sub-063
65,66,positiveSkew,5.25,1.75,0.61909,gamble,-1.75,14.35,0.25,0.75,sub-063
66,67,negativeSkew,1.75,5.25,1.0358,safe,0.0,14.35,0.75,0.25,sub-063
67,68,negativeSkew,1.75,5.25,0.96962,safe,0.0,14.35,0.75,0.25,sub-063
68,69,negativeSkew,1.75,5.25,0.68574,safe,0.0,14.35,0.75,0.25,sub-063
69,70,symmetric,3.05,3.05,1.1693,safe,0.0,14.35,0.5,0.5,sub-063
70,71,positiveSkew,5.25,1.75,0.61895,gamble,-1.75,12.6,0.25,0.75,sub-063
71,72,positiveSkew,5.25,1.75,0.61904,gamble,5.25,17.85,0.25,0.75,sub-063
0,1,symmetric,3.05,3.05,0.44877,safe,0.0,10.0,0.5,0.5,sub-064
